dateTime,numCharacters,numWords,avgCharsPerWord,numTenCharOrMoreWords,numComputerKeywords,numExclaimationPoints
2021-08-08T16:25:00.000Z,85,17,4.06,0,0,0
2021-09-04T06:09:00.000Z,7212,1371,4.26,42,0,0
2021-09-09T00:05:00.000Z,5303,1045,4.08,16,0,0
2021-09-13T13:51:00.000Z,1484,286,4.19,7,0,0
2021-09-16T00:41:00.000Z,10641,1986,4.36,90,0,2
2021-09-16T22:46:00.000Z,234,50,3.7,1,0,0
2021-09-18T17:03:00.000Z,5648,1102,4.13,17,0,0
2021-09-20T17:18:00.000Z,2360,453,4.21,12,0,0
2021-09-22T01:54:00.000Z,1763,323,4.46,7,0,1
2021-09-22T22:00:00.000Z,3527,691,4.11,19,0,1
2021-09-27T04:00:00.000Z,692,136,4.1,6,0,0
2021-09-30T04:24:00.000Z,3356,633,4.3,25,1,0
2021-10-10T13:46:00.000Z,1682,321,4.24,8,1,1
2021-10-11T21:55:00.000Z,699,141,3.96,4,0,0
2021-10-13T00:25:00.000Z,2381,469,4.08,15,0,0
2021-10-14T00:11:00.000Z,1126,237,3.76,3,0,0
2021-10-18T19:11:00.000Z,1645,311,4.29,9,0,0
2021-10-20T00:03:00.000Z,3755,741,4.07,17,0,0
2021-10-24T22:22:00.000Z,1409,255,4.53,12,0,0
2021-10-26T17:23:00.000Z,523,97,4.4,4,0,0
2021-11-03T00:08:00.000Z,1480,303,3.89,7,0,0
2021-11-04T22:59:00.000Z,1570,295,4.33,9,0,0
2021-11-05T01:04:00.000Z,705,133,4.31,5,0,0
2021-11-07T18:17:00.000Z,3065,597,4.14,18,1,0
2021-11-13T04:28:00.000Z,1535,301,4.1,5,0,0
2021-11-13T16:43:00.000Z,536,105,4.11,2,0,0
2021-11-25T15:35:00.000Z,549,107,4.14,2,1,0
2021-11-28T16:23:00.000Z,1118,221,4.06,4,2,0
2021-11-30T05:24:00.000Z,1196,239,4.01,5,0,0
2021-12-06T15:17:00.000Z,611,117,4.23,3,0,2
2021-12-22T03:45:00.000Z,904,176,4.14,3,0,0
2021-12-24T00:30:00.000Z,273,56,3.89,0,1,0
2022-01-19T03:55:00.000Z,253,44,4.77,1,0,0
2022-01-25T22:45:00.000Z,316,58,4.47,4,0,0
2022-01-27T03:11:00.000Z,3321,628,4.29,27,4,1
2022-02-13T21:04:00.000Z,1420,253,4.62,11,0,1
2022-02-18T00:58:00.000Z,1320,228,4.79,14,5,0
2022-03-16T00:05:00.000Z,895,161,4.57,4,0,0
2022-03-21T02:25:00.000Z,1361,263,4.18,3,0,0
2022-04-03T21:03:00.000Z,5826,1064,4.48,61,2,0
2022-04-10T19:06:00.000Z,910,161,4.66,6,0,0
